Region	State	Observers	Location	Date	Year	Month	Day	Indiv	Height_cm	NumLeaves	NumInfl.	Pods_num	NumAphidsPods	Top	Middle	Bottom	NumCaterpillars	AvgAphidsPerLeaf	Total_aphids_leaves
East	PA	Liz	Glen_Park	10/4/2018	2018	10	4	3	68	14	0	0	0	0	0	0	0	0	0
East	PA	Liz	Glen_Park	10/4/2018	2018	10	4	4	42	11	0	0	0	2	0	0	0	0.666666667	2
East	PA	Liz	Glen_Park	10/4/2018	2018	10	4	5	157	14	0	0	0	0	0	0	0	0	0
East	PA	Liz	Yetter_Park	10/4/2018	2018	10	4	1	36	8	0	0	0	0	0	0	0	0	0
East	PA	Liz	Yetter_Park	10/4/2018	2018	10	4	2	156	13	0	0	0	0	0	0	0	0	0
East	PA	Liz	Yetter_Park	10/4/2018	2018	10	4	3	108	11	0	0	0	0	0	0	0	0	0
East	PA	Liz	Yetter_Park	10/4/2018	2018	10	4	4	87	13	0	0	0	0	0	0	0	0	0
East	PA	Liz	Yetter_Park	10/4/2018	2018	10	4	5	59	14	0	0	0	0	0	13	0	4.333333333	13
East	PA	Liz	Jay_Albertson_Park	10/4/2018	2018	10	4	1	123	12	0	6	0	240	172	152	0	188	564
East	PA	Liz	Jay_Albertson_Park	10/4/2018	2018	10	4	2	166	30	0	1	0	24	156	37	0	72.33333333	217
East	PA	Liz	Jay_Albertson_Park	10/4/2018	2018	10	4	3	161	20	0	0	0	3	42	62	0	35.66666667	107
East	PA	Liz	Jay_Albertson_Park	10/4/2018	2018	10	4	4	159	28	0	0	0	51	73	47	0	57	171
East	PA	Liz	Jay_Albertson_Park	10/4/2018	2018	10	4	5	157	34	0	1	0	27	87	43	0	52.33333333	157
East	PA	Liz	Back_to_Nature_Coop	10/8/2018	2018	10	8	1	20	10	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Coop	10/8/2018	2018	10	8	2	62	25	0	0	0	1	0	12	0	4.333333333	13
East	PA	Liz	Back_to_Nature_Coop	10/8/2018	2018	10	8	3	99	13	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Coop	10/8/2018	2018	10	8	4	61	13	0	0	0	1	15	22	0	12.66666667	38
East	PA	Liz	Back_to_Nature_Coop	10/8/2018	2018	10	8	5	74	22	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Garden	10/8/2018	2018	10	8	1	59	11	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Garden	10/8/2018	2018	10	8	2	25	9	0	0	0	0	0	0	0	0	0
East	PA	Liz	Back_to_Nature_Garden	10/8/2018	2018	10	8	3	128	19	0	1	0	0	0	1	0	0.333333333	1
East	PA	Liz	Back_to_Nature_Garden	10/8/2018	2018	10	8	4	93	11	0	0	0	0	0	138	0	46	138
East	PA	Liz	Back_to_Nature_Garden	10/8/2018	2018	10	8	5	97	11	0	0	0	0	0	0	0	0	0
